Temperature,Rainfall,Humidity,Moisture,Crop 
21,115,36,318,chile
25,218,65,430,Rice
13,90,77,599,Tomato
22,56,59,423,Wheat
17,44,61,403,Barley
24,84,32,380,chile
23,192,78,385,Rice
13,80,84,569,Tomato
21,39,53,414,Wheat
13,47,69,407,Barley
26,120,30,304,chile
23,261,62,406,Rice
13,126,80,577,Tomato
21,81,52,436,Wheat
16,42,62,396,Barley
24,110,37,389,chile
23,295,79,391,Rice
15,136,77,502,Tomato
21,31,59,421,Wheat
13,44,69,383,Barley
22,82,34,352,chile
23,217,67,412,Rice
15,101,83,570,Tomato
21,38,55,411,Wheat
22,48,66,399,Barley
19,105,36,384,chile
27,318,64,404,Rice
15,71,76,502,Tomato
21,57,59,423,Wheat
13,49,61,406,Barley
22,90,35,365,chile
24,200,79,415,Rice
14,118,89,613,Tomato
21,92,54,400,Wheat
22,47,70,421,Barley
18,108,37,342,chile
24,232,66,409,Rice
13,60,84,607,Tomato
21,67,55,436,Wheat
11,41,67,387,Barley
24,117,36,369,chile
21,342,75,399,Rice
13,80,87,595,Tomato
23,74,55,422,Wheat
15,47,67,420,Barley
22,113,37,360,chile
25,278,72,388,Rice
16,98,90,491,Tomato
24,30,53,419,Wheat
16,44,67,416,Barley
25,102,40,335,chile
25,275,60,427,Rice
14,149,80,486,Tomato
22,90,55,435,Wheat
22,39,66,406,Barley
23,80,35,332,chile
25,334,79,413,Rice
14,147,77,638,Tomato
22,82,60,436,Wheat
11,43,67,405,Barley
26,111,38,394,chile
22,298,74,395,Rice
15,120,75,560,Tomato
24,44,60,428,Wheat
27,48,65,386,Barley
22,100,31,398,chile
26,239,62,403,Rice
14,78,82,480,Tomato
24,63,59,406,Wheat
11,41,68,407,Barley
24,117,34,392,chile
27,225,78,410,Rice
13,148,87,646,Tomato
23,88,50,419,Wheat
27,41,67,414,Barley
18,98,34,308,chile
21,263,64,404,Rice
15,64,83,546,Tomato
21,90,55,438,Wheat
27,42,70,399,Barley
23,98,36,390,chile
21,220,73,389,Rice
16,150,77,572,Tomato
22,62,51,414,Wheat
11,40,67,386,Barley
25,104,39,338,chile
25,313,61,425,Rice
16,88,77,463,Tomato
24,41,53,447,Wheat
14,46,65,404,Barley
18,92,30,311,chile
25,303,80,427,Rice
15,109,87,528,Tomato
24,81,56,402,Wheat
8,48,63,413,Barley
18,110,34,344,chile
24,271,75,402,Rice
14,149,75,643,Tomato
22,68,57,445,Wheat
8,41,66,403,Barley
19,107,32,380,chile
22,296,74,384,Rice
16,122,76,461,Tomato
22,97,53,424,Wheat
26,41,69,406,Barley
21,83,40,300,chile
22,263,61,401,Rice
13,108,80,476,Tomato
24,31,52,422,Wheat
24,48,67,390,Barley
20,81,33,330,chile
24,235,66,417,Rice
13,132,78,579,Tomato
24,96,51,416,Wheat
18,43,61,417,Barley
26,106,39,332,chile
22,222,71,419,Rice
16,78,88,515,Tomato
23,73,56,440,Wheat
20,40,63,426,Barley
19,118,39,357,chile
23,218,72,406,Rice
15,141,86,478,Tomato
21,68,54,432,Wheat
12,48,66,384,Barley
18,110,39,304,chile
23,213,74,430,Rice
14,105,77,618,Tomato
23,63,53,419,Wheat
9,42,67,424,Barley
20,107,37,335,chile
24,238,69,395,Rice
14,63,80,495,Tomato
22,60,57,413,Wheat
25,44,62,424,Barley
25,117,37,398,chile
25,299,71,424,Rice
13,92,85,616,Tomato
21,93,55,402,Wheat
26,49,65,382,Barley
20,94,36,303,chile
24,326,74,400,Rice
14,68,79,590,Tomato
22,81,52,420,Wheat
22,40,61,430,Barley
22,83,38,331,chile
26,278,79,389,Rice
15,89,84,474,Tomato
23,40,51,421,Wheat
20,49,60,404,Barley
25,94,30,376,chile
24,338,70,401,Rice
15,134,81,504,Tomato
21,77,57,442,Wheat
27,41,69,409,Barley
20,113,33,319,chile
21,305,63,420,Rice
14,132,90,575,Tomato
22,58,50,411,Wheat
10,41,65,388,Barley
23,108,38,314,chile
25,350,67,394,Rice
16,128,83,455,Tomato
23,31,50,407,Wheat
26,50,62,428,Barley
21,118,35,374,chile
22,183,68,397,Rice
14,64,79,580,Tomato
22,59,58,404,Wheat
16,42,70,391,Barley
26,80,34,365,chile
21,247,68,389,Rice
14,140,79,576,Tomato
21,58,54,404,Wheat
18,41,66,409,Barley
21,113,35,373,chile
25,237,78,424,Rice
16,85,81,522,Tomato
24,70,60,421,Wheat
13,47,60,408,Barley
24,83,39,343,chile
27,205,80,423,Rice
16,68,78,460,Tomato
24,65,51,431,Wheat
22,44,64,420,Barley
18,120,35,303,chile
22,255,72,427,Rice
13,141,85,628,Tomato
23,100,53,418,Wheat
27,45,61,426,Barley
25,90,32,328,chile
27,271,66,397,Rice
15,109,80,565,Tomato
24,65,57,441,Wheat
17,50,70,390,Barley
23,107,36,329,chile
23,280,77,426,Rice
13,135,77,639,Tomato
22,59,60,432,Wheat
26,49,65,384,Barley
23,88,33,347,chile
24,182,77,405,Rice
13,84,77,577,Tomato
21,56,53,425,Wheat
25,49,60,421,Barley
19,91,36,389,chile
24,330,77,384,Rice
16,79,84,517,Tomato
21,72,50,435,Wheat
22,44,60,408,Barley
26,95,32,388,chile
23,217,75,386,Rice
15,124,83,569,Tomato
22,58,53,441,Wheat
27,46,68,390,Barley
26,81,35,344,chile
26,212,66,393,Rice
14,90,79,552,Tomato
24,57,60,447,Wheat
24,50,67,428,Barley
22,99,40,375,chile
25,207,62,393,Rice
16,81,88,647,Tomato
22,50,57,401,Wheat
11,39,68,421,Barley
19,88,30,311,chile
25,249,61,426,Rice
13,76,88,627,Tomato
22,84,59,427,Wheat
12,47,61,429,Barley
26,99,30,338,chile
21,318,68,391,Rice
13,114,76,471,Tomato
24,63,60,441,Wheat
24,40,70,392,Barley
25,103,30,361,chile
21,283,68,402,Rice
15,146,76,570,Tomato
22,90,53,449,Wheat
8,46,67,383,Barley
21,81,36,302,chile
23,205,64,400,Rice
15,131,78,450,Tomato
23,90,55,403,Wheat
27,46,60,414,Barley
20,116,39,357,chile
21,284,65,412,Rice
13,78,79,580,Tomato
23,47,56,436,Wheat
22,45,61,398,Barley
22,86,35,397,chile
21,294,79,395,Rice
14,121,75,547,Tomato
24,37,52,447,Wheat
20,40,69,410,Barley
25,113,39,317,chile
26,277,63,393,Rice
15,97,84,640,Tomato
22,39,60,401,Wheat
19,41,70,429,Barley
18,96,36,310,chile
25,177,62,395,Rice
14,80,86,564,Tomato
21,87,53,410,Wheat
9,49,66,422,Barley
24,115,32,340,chile
22,226,69,401,Rice
13,103,77,492,Tomato
24,38,57,443,Wheat
8,40,69,420,Barley
20,80,40,315,chile
23,216,74,426,Rice
15,68,80,607,Tomato
23,45,59,450,Wheat
7,43,70,426,Barley
26,100,37,387,chile
27,186,75,393,Rice
13,127,82,600,Tomato
22,57,59,406,Wheat
14,50,66,398,Barley
25,100,34,348,chile
21,285,71,392,Rice
16,125,83,641,Tomato
22,87,58,446,Wheat
17,41,67,384,Barley
18,93,30,303,chile
22,187,80,423,Rice
13,83,83,519,Tomato
22,56,59,425,Wheat
7,49,61,427,Barley
18,95,38,332,chile
27,304,69,404,Rice
13,148,88,471,Tomato
21,39,59,413,Wheat
21,41,67,404,Barley
25,107,36,381,chile
23,207,62,425,Rice
13,108,77,593,Tomato
21,63,52,429,Wheat
11,48,68,381,Barley
24,100,38,348,chile
23,202,67,388,Rice
14,131,88,496,Tomato
23,98,56,440,Wheat
8,44,69,430,Barley
23,107,30,335,chile
26,258,78,408,Rice
14,140,81,629,Tomato
21,32,60,425,Wheat
11,46,69,388,Barley
24,100,31,356,chile
25,183,66,388,Rice
14,63,89,602,Tomato
23,34,55,433,Wheat
10,45,64,398,Barley
18,119,33,354,chile
24,201,76,405,Rice
14,88,83,595,Tomato
23,46,51,424,Wheat
6,47,63,407,Barley
18,119,39,377,chile
22,197,61,387,Rice
16,127,85,486,Tomato
24,46,53,412,Wheat
17,44,64,392,Barley
24,81,32,319,chile
27,188,62,402,Rice
13,110,76,636,Tomato
24,31,51,448,Wheat
6,47,69,416,Barley
25,117,34,304,chile
26,204,63,423,Rice
16,95,84,469,Tomato
22,82,54,427,Wheat
16,39,66,420,Barley
22,106,34,327,chile
26,318,64,420,Rice
14,137,78,615,Tomato
24,53,53,400,Wheat
20,39,63,415,Barley
20,85,36,391,chile
27,249,74,414,Rice
14,148,75,621,Tomato
22,70,59,418,Wheat
12,45,64,402,Barley
18,88,32,350,chile
24,343,65,427,Rice
15,111,89,611,Tomato
24,57,51,424,Wheat
23,46,68,410,Barley
20,119,33,313,chile
26,228,71,404,Rice
13,68,84,452,Tomato
21,40,59,424,Wheat
25,46,60,399,Barley
26,116,30,325,chile
23,185,75,407,Rice
13,140,76,565,Tomato
24,65,60,437,Wheat
13,40,63,430,Barley
18,92,32,362,chile
23,239,65,423,Rice
16,73,87,558,Tomato
24,96,55,432,Wheat
10,44,64,383,Barley
19,120,35,383,chile
25,350,71,409,Rice
13,64,83,578,Tomato
21,85,55,438,Wheat
23,48,62,380,Barley
23,84,33,305,chile
27,319,74,387,Rice
14,65,86,539,Tomato
21,72,51,430,Wheat
16,43,63,383,Barley
21,108,34,353,chile
23,326,70,408,Rice
15,114,76,605,Tomato
24,94,60,441,Wheat
24,44,60,411,Barley
21,111,39,336,chile
23,337,63,388,Rice
16,63,87,586,Tomato
21,79,59,427,Wheat
22,50,63,416,Barley
18,100,34,311,chile
25,254,76,393,Rice
13,71,82,571,Tomato
22,85,50,414,Wheat
25,40,67,406,Barley
26,96,36,344,chile
26,336,78,398,Rice
13,148,79,499,Tomato
21,73,50,405,Wheat
8,45,66,413,Barley
20,80,30,354,chile
25,215,80,386,Rice
16,103,81,560,Tomato
21,54,51,438,Wheat
22,39,64,380,Barley
25,112,34,331,chile
21,290,75,387,Rice
13,135,79,562,Tomato
24,83,58,438,Wheat
12,46,67,400,Barley
18,114,37,344,chile
21,232,63,405,Rice
14,98,79,579,Tomato
22,83,60,410,Wheat
10,46,66,424,Barley
20,119,40,319,chile
25,248,71,397,Rice
13,113,83,635,Tomato
21,67,60,433,Wheat
7,40,61,383,Barley
24,84,32,355,chile
21,300,73,398,Rice
15,88,78,635,Tomato
21,69,56,411,Wheat
20,41,62,410,Barley
23,120,31,349,chile
25,218,75,427,Rice
13,137,82,517,Tomato
24,38,54,420,Wheat
22,47,69,412,Barley
18,116,31,309,chile
21,286,64,392,Rice
13,130,84,579,Tomato
22,93,52,421,Wheat
14,45,68,412,Barley
22,96,39,326,chile
27,304,63,392,Rice
15,63,78,509,Tomato
21,44,58,423,Wheat
12,43,63,397,Barley
18,98,34,315,chile
24,257,62,399,Rice
13,93,80,522,Tomato
21,68,57,424,Wheat
22,50,67,402,Barley
21,99,38,344,chile
25,181,64,414,Rice
16,66,85,532,Tomato
23,57,50,400,Wheat
24,48,63,416,Barley
20,98,30,370,chile
26,189,73,420,Rice
13,85,86,610,Tomato
22,91,55,430,Wheat
10,46,60,423,Barley
18,118,38,336,chile
23,247,72,392,Rice
15,79,87,585,Tomato
24,95,57,449,Wheat
9,40,60,403,Barley
20,83,35,323,chile
21,349,76,384,Rice
14,86,85,537,Tomato
21,34,56,409,Wheat
8,39,67,383,Barley
24,117,31,322,chile
23,259,75,410,Rice
16,102,75,512,Tomato
21,85,55,409,Wheat
17,50,62,386,Barley
23,110,40,320,chile
23,292,60,393,Rice
16,93,86,528,Tomato
21,69,55,416,Wheat
25,39,63,381,Barley
24,94,39,368,chile
24,182,72,421,Rice
16,120,84,574,Tomato
22,46,56,408,Wheat
20,49,66,413,Barley
18,101,32,355,chile
27,317,79,430,Rice
16,116,83,608,Tomato
24,94,52,426,Wheat
24,48,67,430,Barley
23,107,33,391,chile
22,184,80,393,Rice
13,65,89,585,Tomato
22,36,58,406,Wheat
25,46,61,390,Barley
25,120,33,366,chile
25,265,68,412,Rice
15,146,78,508,Tomato
24,72,52,429,Wheat
20,45,66,383,Barley
18,112,37,398,chile
21,246,76,415,Rice
13,80,82,499,Tomato
24,73,58,434,Wheat
10,44,66,427,Barley
26,92,35,381,chile
27,289,78,389,Rice
15,84,82,611,Tomato
22,72,58,418,Wheat
10,47,61,421,Barley
22,112,33,340,chile
22,350,69,424,Rice
15,76,88,532,Tomato
22,61,56,440,Wheat
11,48,70,395,Barley
19,105,40,312,chile
25,333,63,427,Rice
13,79,83,602,Tomato
24,47,53,443,Wheat
6,49,62,403,Barley
24,98,33,380,chile
24,238,78,420,Rice
15,142,79,468,Tomato
24,31,58,406,Wheat
9,41,64,398,Barley
19,110,32,356,chile
21,234,78,428,Rice
16,65,77,597,Tomato
21,87,60,442,Wheat
16,40,69,424,Barley
25,98,40,319,chile
26,208,60,419,Rice
14,74,89,629,Tomato
22,60,57,403,Wheat
21,43,65,388,Barley
23,118,35,355,chile
27,257,66,426,Rice
14,82,85,587,Tomato
22,41,59,427,Wheat
24,46,67,423,Barley
18,108,34,360,chile
24,325,67,404,Rice
14,148,88,606,Tomato
23,43,50,421,Wheat
26,39,67,400,Barley
20,117,39,363,chile
26,287,60,408,Rice
16,93,78,503,Tomato
21,99,53,436,Wheat
5,49,67,391,Barley
19,84,37,382,chile
24,181,70,430,Rice
14,82,80,480,Tomato
21,32,55,401,Wheat
12,39,69,385,Barley
25,117,36,352,chile
22,320,73,393,Rice
15,87,77,635,Tomato
23,79,54,427,Wheat
22,43,66,425,Barley
21,111,30,363,chile
21,283,61,389,Rice
16,74,80,583,Tomato
24,57,60,422,Wheat
10,46,69,401,Barley
24,83,31,308,chile
23,309,80,396,Rice
16,64,84,456,Tomato
23,72,60,422,Wheat
20,44,67,387,Barley
20,84,30,342,chile
23,284,70,397,Rice
16,141,85,609,Tomato
24,59,54,432,Wheat
7,41,69,394,Barley
18,116,40,346,chile
26,301,71,416,Rice
15,116,88,485,Tomato
21,78,55,432,Wheat
17,48,68,390,Barley
18,83,38,323,chile
25,253,67,406,Rice
14,83,77,612,Tomato
21,99,55,447,Wheat
16,46,65,384,Barley
21,108,30,321,chile
23,348,67,411,Rice
16,145,90,571,Tomato
21,67,56,416,Wheat
13,44,63,394,Barley
18,80,31,367,chile
26,210,60,411,Rice
16,91,81,525,Tomato
24,69,51,433,Wheat
25,40,61,403,Barley
25,120,39,370,chile
25,292,63,389,Rice
14,119,90,468,Tomato
22,58,57,402,Wheat
10,48,63,426,Barley
18,101,35,365,chile
27,175,74,386,Rice
14,109,90,642,Tomato
22,49,54,446,Wheat
5,39,61,387,Barley
25,109,36,322,chile
24,183,79,430,Rice
13,122,81,454,Tomato
24,40,60,431,Wheat
22,43,69,424,Barley
22,84,35,346,chile
25,330,71,397,Rice
16,132,82,532,Tomato
22,88,60,416,Wheat
7,39,67,417,Barley
26,110,33,360,chile
27,269,62,419,Rice
13,92,90,642,Tomato
21,91,50,412,Wheat
5,45,61,393,Barley
23,84,32,370,chile
23,277,61,429,Rice
14,117,79,486,Tomato
21,52,59,402,Wheat
18,39,65,420,Barley
18,105,39,302,chile
23,251,72,399,Rice
16,133,84,645,Tomato
24,52,53,414,Wheat
14,43,61,426,Barley
25,111,37,311,chile
27,205,70,416,Rice
16,147,82,625,Tomato
21,91,50,422,Wheat
15,49,68,409,Barley
24,110,39,324,chile
27,319,79,409,Rice
13,132,75,556,Tomato
21,33,59,434,Wheat
5,40,64,429,Barley
24,116,36,354,chile
26,182,60,423,Rice
14,76,78,579,Tomato
24,87,53,410,Wheat
23,45,69,393,Barley
22,119,32,383,chile
22,189,74,397,Rice
15,137,90,607,Tomato
24,72,57,407,Wheat
12,42,64,417,Barley
25,89,30,316,chile
26,243,61,385,Rice
15,79,76,560,Tomato
21,37,53,423,Wheat
7,49,66,417,Barley
23,86,36,357,chile
23,203,80,388,Rice
16,67,79,631,Tomato
24,57,53,427,Wheat
6,42,65,399,Barley
25,86,30,338,chile
27,199,63,387,Rice
14,124,80,454,Tomato
22,68,56,424,Wheat
19,46,62,406,Barley
22,80,39,382,chile
24,208,60,412,Rice
13,65,84,495,Tomato
22,56,58,402,Wheat
14,44,65,407,Barley
20,84,36,399,chile
26,231,62,385,Rice
13,77,79,456,Tomato
21,97,52,428,Wheat
11,49,64,421,Barley
22,91,31,382,chile
25,340,77,417,Rice
14,132,80,561,Tomato
24,99,54,425,Wheat
13,41,67,403,Barley
23,107,33,350,chile
21,341,68,423,Rice
14,87,84,609,Tomato
21,37,50,433,Wheat
8,42,66,403,Barley
20,96,35,371,chile
26,179,65,398,Rice
14,101,82,640,Tomato
22,90,50,432,Wheat
11,39,60,428,Barley
26,90,39,351,chile
24,228,77,419,Rice
15,129,83,508,Tomato
22,63,56,446,Wheat
23,44,68,423,Barley
26,116,32,372,chile
26,262,68,427,Rice
13,67,89,630,Tomato
21,72,51,423,Wheat
21,42,61,420,Barley
21,91,33,378,chile
27,265,78,403,Rice
13,141,78,615,Tomato
23,91,53,438,Wheat
5,43,66,404,Barley
24,107,33,319,chile
26,197,74,413,Rice
14,110,87,588,Tomato
24,38,59,440,Wheat
22,47,70,414,Barley
26,81,38,331,chile
21,231,77,426,Rice
16,106,87,518,Tomato
24,72,56,402,Wheat
14,42,64,390,Barley
24,115,40,331,chile
27,181,62,425,Rice
13,122,77,487,Tomato
24,57,52,434,Wheat
9,50,62,425,Barley
21,118,35,352,chile
27,182,75,429,Rice
13,96,88,516,Tomato
24,94,59,440,Wheat
11,49,69,424,Barley
26,90,32,340,chile
27,336,70,411,Rice
14,80,79,566,Tomato
23,38,54,405,Wheat
17,42,70,413,Barley
18,116,36,380,chile
27,269,62,410,Rice
13,139,75,644,Tomato
22,81,58,435,Wheat
23,49,62,401,Barley
19,81,35,343,chile
21,265,71,419,Rice
13,71,82,524,Tomato
23,90,54,403,Wheat
6,44,63,419,Barley
22,87,34,347,chile
23,300,63,406,Rice
16,124,78,550,Tomato
24,73,57,429,Wheat
12,49,60,414,Barley
22,92,37,368,chile
21,190,67,403,Rice
16,109,80,476,Tomato
22,33,57,414,Wheat
17,46,68,385,Barley
24,111,39,343,chile
27,213,78,408,Rice
15,145,86,548,Tomato
22,74,60,421,Wheat
23,39,68,400,Barley
19,107,40,316,chile
21,347,76,407,Rice
13,120,87,505,Tomato
23,37,52,403,Wheat
23,41,62,428,Barley
19,91,30,330,chile
25,264,78,404,Rice
14,128,76,609,Tomato
21,94,57,443,Wheat
9,44,62,416,Barley
24,90,36,306,chile
26,208,66,419,Rice
16,115,85,620,Tomato
21,41,50,419,Wheat
18,47,65,424,Barley
21,119,39,400,chile
21,315,77,391,Rice
15,82,75,469,Tomato
21,79,53,407,Wheat
17,49,69,384,Barley
21,106,33,339,chile
25,279,69,388,Rice
15,104,82,488,Tomato
23,75,58,401,Wheat
13,39,62,429,Barley
19,88,38,373,chile
22,279,75,387,Rice
15,146,76,503,Tomato
22,45,58,419,Wheat
20,47,62,427,Barley
22,85,34,316,chile
23,340,79,401,Rice
13,125,82,579,Tomato
24,40,55,417,Wheat
19,42,67,387,Barley
24,105,36,330,chile
25,187,67,405,Rice
14,76,88,595,Tomato
23,40,50,431,Wheat
16,39,61,395,Barley
20,93,36,333,chile
23,184,77,412,Rice
14,78,85,612,Tomato
23,77,51,449,Wheat
11,39,64,393,Barley
19,115,33,343,chile
21,243,70,401,Rice
15,137,82,479,Tomato
24,74,60,431,Wheat
5,46,60,400,Barley
20,90,40,339,chile
22,269,69,425,Rice
16,112,86,526,Tomato
21,90,50,414,Wheat
11,39,64,385,Barley
18,86,32,313,chile
21,287,78,384,Rice
15,120,85,642,Tomato
23,95,60,439,Wheat
8,49,67,429,Barley
18,91,38,398,chile
25,328,76,384,Rice
13,111,90,538,Tomato
21,39,50,405,Wheat
24,39,70,408,Barley
24,83,34,300,chile
22,345,77,385,Rice
15,93,90,611,Tomato
21,38,56,435,Wheat
22,47,68,396,Barley
23,87,32,302,chile
25,313,71,402,Rice
14,60,76,639,Tomato
24,74,56,422,Wheat
25,46,68,391,Barley
19,115,36,400,chile
24,315,79,390,Rice
16,148,84,650,Tomato
22,44,58,428,Wheat
21,41,65,388,Barley
20,107,37,310,chile
23,294,68,403,Rice
16,70,81,581,Tomato
23,49,55,429,Wheat
27,41,69,380,Barley
26,108,38,364,chile
25,281,73,385,Rice
13,146,85,453,Tomato
23,73,51,420,Wheat
22,42,60,382,Barley
25,89,34,358,chile
25,224,77,407,Rice
15,123,84,596,Tomato
23,65,57,437,Wheat
18,45,62,424,Barley
25,95,32,351,chile
26,226,77,397,Rice
15,136,79,546,Tomato
24,43,51,441,Wheat
20,41,67,410,Barley
23,91,40,305,chile
24,263,70,390,Rice
14,104,78,493,Tomato
22,45,56,434,Wheat
6,45,64,420,Barley
18,105,40,308,chile
27,244,78,392,Rice
14,76,87,515,Tomato
24,65,60,407,Wheat
17,41,68,414,Barley
18,90,39,308,chile
24,294,62,423,Rice
13,105,90,522,Tomato
21,85,50,428,Wheat
16,47,62,402,Barley
19,105,39,312,chile
23,257,71,425,Rice
16,87,84,612,Tomato
24,89,52,436,Wheat
27,46,62,393,Barley
23,120,30,338,chile
22,189,61,416,Rice
15,124,77,590,Tomato
21,70,55,435,Wheat
21,41,67,424,Barley
21,84,39,388,chile
21,315,69,399,Rice
15,128,79,532,Tomato
23,93,51,436,Wheat
11,44,61,421,Barley
22,81,32,395,chile
26,250,71,411,Rice
14,80,78,486,Tomato
24,51,59,403,Wheat
7,42,70,402,Barley
25,113,30,307,chile
26,193,79,428,Rice
15,64,82,471,Tomato
22,95,57,406,Wheat
27,41,68,383,Barley
21,87,37,349,chile
26,259,64,416,Rice
14,117,82,506,Tomato
23,49,57,417,Wheat
10,46,62,382,Barley
20,109,36,323,chile
22,255,77,388,Rice
13,121,79,566,Tomato
22,40,60,430,Wheat
12,49,67,418,Barley
22,82,38,361,chile
22,180,68,397,Rice
14,80,89,552,Tomato
21,34,50,432,Wheat
22,42,67,405,Barley
23,83,40,338,chile
21,204,62,420,Rice
14,66,89,595,Tomato
22,55,60,415,Wheat
6,49,60,408,Barley
26,96,39,323,chile
25,262,70,392,Rice
13,127,88,553,Tomato
24,31,58,415,Wheat
23,40,64,418,Barley
24,100,33,333,chile
26,242,79,390,Rice
14,141,76,474,Tomato
24,36,51,407,Wheat
22,50,63,419,Barley
26,117,35,303,chile
27,305,64,422,Rice
16,113,75,533,Tomato
21,55,55,434,Wheat
8,40,63,426,Barley
21,88,37,377,chile
25,265,63,408,Rice
13,97,83,507,Tomato
23,35,52,406,Wheat
27,40,66,390,Barley
21,99,33,356,chile
21,307,68,425,Rice
15,108,79,505,Tomato
23,83,50,428,Wheat
6,45,60,404,Barley
23,80,34,330,chile
24,270,67,407,Rice
15,100,85,582,Tomato
22,58,54,409,Wheat
11,42,61,395,Barley
24,110,36,334,chile
22,274,68,421,Rice
14,136,90,604,Tomato
23,62,57,436,Wheat
20,46,62,426,Barley
25,101,31,321,chile
24,307,77,402,Rice
13,78,80,494,Tomato
21,59,54,418,Wheat
24,48,68,394,Barley
23,104,39,302,chile
27,299,79,412,Rice
16,145,89,622,Tomato
22,61,55,410,Wheat
16,46,61,413,Barley
18,105,34,375,chile
26,253,75,412,Rice
15,84,76,585,Tomato
24,32,58,446,Wheat
23,49,62,420,Barley
22,89,40,321,chile
22,290,78,393,Rice
15,140,81,469,Tomato
24,84,50,404,Wheat
6,49,67,422,Barley
24,90,33,312,chile
25,312,80,403,Rice
13,74,88,503,Tomato
21,63,60,447,Wheat
18,48,70,409,Barley
26,85,37,317,chile
23,263,73,430,Rice
16,87,90,576,Tomato
22,94,50,419,Wheat
21,47,62,417,Barley
24,115,37,389,chile
26,194,61,429,Rice
15,71,86,476,Tomato
22,59,55,433,Wheat
6,44,61,427,Barley
22,96,33,310,chile
24,321,76,387,Rice
13,75,90,631,Tomato
21,58,51,402,Wheat
11,50,64,392,Barley
24,109,37,364,chile
27,276,68,403,Rice
16,148,86,572,Tomato
24,61,57,416,Wheat
23,40,60,404,Barley
18,85,38,330,chile
23,273,62,411,Rice
16,74,84,567,Tomato
23,88,51,410,Wheat
16,43,64,428,Barley
23,109,38,313,chile
26,313,75,384,Rice
15,148,87,467,Tomato
24,41,55,417,Wheat
23,39,66,409,Barley
20,120,40,352,chile
26,211,70,403,Rice
14,141,84,565,Tomato
22,68,60,428,Wheat
5,40,66,427,Barley
20,116,33,327,chile
21,224,63,430,Rice
13,62,89,585,Tomato
24,36,56,409,Wheat
11,41,62,427,Barley
21,120,37,312,chile
25,328,61,386,Rice
14,129,79,602,Tomato
24,81,57,414,Wheat
24,45,65,393,Barley
18,117,36,394,chile
21,292,78,394,Rice
15,76,81,618,Tomato
24,98,50,436,Wheat
26,50,69,417,Barley
26,91,37,347,chile
21,276,78,422,Rice
15,110,82,650,Tomato
22,57,59,424,Wheat
6,43,70,389,Barley
20,89,32,396,chile
27,278,80,394,Rice
15,63,77,465,Tomato
24,75,51,436,Wheat
20,41,69,428,Barley
20,109,34,398,chile
21,308,65,405,Rice
15,126,88,456,Tomato
22,39,50,438,Wheat
10,44,65,387,Barley
21,106,39,351,chile
24,264,78,393,Rice
14,84,78,546,Tomato
24,35,60,417,Wheat
21,48,66,407,Barley
24,97,31,306,chile
24,236,65,391,Rice
13,80,80,636,Tomato
22,72,58,447,Wheat
9,49,67,404,Barley
20,87,39,384,chile
21,315,70,391,Rice
14,61,80,492,Tomato
23,90,51,443,Wheat
7,44,60,384,Barley
24,111,35,330,chile
23,283,69,411,Rice
16,107,76,559,Tomato
21,55,53,431,Wheat
18,41,62,382,Barley
20,100,36,337,chile
25,266,77,395,Rice
14,148,87,573,Tomato
24,88,57,450,Wheat
17,49,70,412,Barley
26,115,35,324,chile
25,229,62,389,Rice
14,136,87,639,Tomato
21,93,51,407,Wheat
17,50,64,380,Barley
23,82,35,349,chile
21,222,65,425,Rice
13,124,80,582,Tomato
21,38,56,400,Wheat
24,44,63,410,Barley
21,95,31,307,chile
22,328,74,420,Rice
14,75,83,470,Tomato
21,93,59,419,Wheat
21,49,67,389,Barley
19,90,38,332,chile
23,320,62,385,Rice
13,135,78,523,Tomato
22,66,56,428,Wheat
20,49,62,428,Barley
22,113,32,380,chile
21,254,63,388,Rice
16,125,85,595,Tomato
24,79,51,436,Wheat
11,45,61,385,Barley
23,113,39,377,chile
23,243,64,383,Rice
14,79,79,600,Tomato
24,69,57,406,Wheat
25,39,68,422,Barley
21,117,30,358,chile
24,280,65,408,Rice
14,89,82,512,Tomato
22,78,52,414,Wheat
14,43,65,430,Barley
26,110,38,326,chile
22,306,79,392,Rice
16,87,76,628,Tomato
22,74,56,446,Wheat
24,40,60,425,Barley
23,88,31,333,chile
24,183,76,411,Rice
16,149,85,555,Tomato
23,59,56,408,Wheat
25,50,61,408,Barley
26,113,32,340,chile
24,349,67,397,Rice
16,141,75,592,Tomato
23,60,57,441,Wheat
7,48,61,384,Barley
22,81,30,389,chile
21,194,66,412,Rice
15,123,75,642,Tomato
24,71,51,407,Wheat
10,41,63,390,Barley
21,84,39,367,chile
26,270,69,391,Rice
15,148,81,534,Tomato
21,98,59,440,Wheat
5,45,67,394,Barley
20,94,30,342,chile
26,349,62,398,Rice
16,141,82,618,Tomato
24,100,55,429,Wheat
27,49,67,402,Barley
26,92,35,385,chile
21,332,74,422,Rice
14,64,90,493,Tomato
22,88,60,425,Wheat
23,39,69,390,Barley
23,105,31,320,chile
26,240,66,390,Rice
15,95,86,602,Tomato
21,56,54,438,Wheat
8,41,69,397,Barley
22,119,30,390,chile
25,192,73,400,Rice
15,115,86,453,Tomato
22,96,58,448,Wheat
18,42,61,417,Barley
24,80,31,387,chile
26,219,60,390,Rice
14,143,85,562,Tomato
21,34,53,440,Wheat
26,43,65,386,Barley
21,105,33,364,chile
21,331,64,388,Rice
15,76,87,560,Tomato
23,51,59,401,Wheat
23,49,70,392,Barley
